filepath,label
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1647-_jpg.rf.83cf4b732f88f2d10dfc7f9cda5128b9.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1277-_jpg.rf.cb4978d0f52180cf99e62c1802bfa7a7.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1935-_jpg.rf.43ffb9f7f1ff822b470d23d7f7c80529.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-487-_jpg.rf.e443951b6de964afc8447f7feb206f1d.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1020-_png.rf.e9735cd3f4bf360d0740b1d9f3a51a3e.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1013-_png.rf.f81962c9577df5dd2217df4e05220142.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1315-_jpg.rf.bf49816e88ca879ff74c7d8012c3c6bb.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-500-_png.rf.3472828c0f852273bf51ce9ca350e765.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/damagedfoodpackagingbox277_jpeg.rf.7c97a89c55b37638fc71558bf7770763.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1979-_jpg.rf.7c950fa05187d67a035c0e21ec06b738.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-373-_png.rf.3f0df6700ca3f002ee6ae7fe0456044e.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-65-_png.rf.b493c0791186c4020ce1011ad0cf7582.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1915-_jpg.rf.367df703506208d59e9cff6f24fdd100.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2235-_jpg.rf.ca56fc74d3890bd582e6d4e963f63629.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1794-_jpg.rf.03a0cbec0eab650c1e66f1f651a0abd1.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-940-_jpg.rf.f02447cb5ee68ff7725273ceb6da93d2.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-934-_jpg.rf.9021565ee733e64b53505c07338d39fd.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1731-_jpg.rf.c044b7e3225a8ee434563e0a90d6b2b8.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-451-_png.rf.53ed579dd27e1c7099e534fb65fec0f3.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1840-_jpg.rf.f258ded399f9de75a8b18c4b95e2a3a5.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2240-_jpg.rf.06454d8ecb90fe3e1d1faccd94813ea8.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-504-_jpg.rf.27c5ed25bbab90738106caafc0f09f94.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-155-_jpg.rf.89bacab52b54f52cd9033e2dd744c161.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1754-_jpg.rf.6e7e32289d875417acacee9d57d5182e.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2019-_jpg.rf.3ccd090f2f266ca41f6d8896cad9d3bf.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/damagedfoodpackagingbox93_jpeg.rf.7efc1a2f752e67039dc2abf3d9ee1528.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-975-_png.rf.ea165aa926cb922396fc765804b461b0.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-476-_png.rf.00e6c5ab93a07e4b4f6dd3d08046dc59.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/damagedfoodpackagingbox292_jpeg.rf.34539a31154dd114be20a532636e2465.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-234-_png.rf.604dd91881177df813c05c814759da4a.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1917-_jpg.rf.2072ccd592a7bedfc2867afb7f7ce478.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1421-_jpg.rf.5b0e75410d3e55bc7478923214a9b219.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1934-_jpg.rf.44744d1227f4df25d82a4ff1460d8632.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1895-_jpg.rf.2cefdbd396b367836b2358cc81124cab.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1342-_jpg.rf.87865e86347cc575d7646fed1363a861.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-791-_jpg.rf.1d4467bcfe0362ba5e156a54ed7082f8.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2079-_jpg.rf.5b57a7ba3fb806534de46bd420cd89d9.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-104-_png.rf.c3ccb7182e4b6cc13cf45cb4fe33fd7a.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1392-_jpg.rf.8b804838ebea1ff41d347915ffb6b2c2.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-28-_png.rf.33d659266e541b4cc942b45518027b28.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1962-_jpg.rf.3307d1301efa3c57381e60b6514c79d7.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1075-_jpg.rf.2bec0a576efcd25bf450d61168fdf712.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-259-_png.rf.1458c99d2ce8efc0bb6a621ef7012273.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1104-_jpg.rf.ef31a424ad3610f14aeef267c339819e.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/packagingboxeswithdamagesanddents75_jpeg.rf.1c66cbe98518c49e1eea9bb61ef89403.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1396-_jpg.rf.379484607f826ecb70985662e2ee46e4.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-344-_png.rf.056f498fea2af4632f62eedd36e8f280.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1286-_jpg.rf.7739b4366ac0704bae05028b3b11d421.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1878-_jpg.rf.1d0ac796e3d13181a56bd0d8b3e22415.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1221-_jpg.rf.f4ba56665c12a2c4dc9fc147e9ef74c6.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1628-_jpg.rf.8d74cd2d068cc33b7f4576b677565d66.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1254-_jpg.rf.2eb32e24d863bf27d976583aa21c1693.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2060-_jpg.rf.ed42e2881175e32f9a46264d1ce66b83.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1469-_jpg.rf.15a3cf9d2a0fb2559a753ce194ef5096.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1030-_jpg.rf.e23d6d5b99fff6f06acf88d9b0167fbd.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1219-_jpg.rf.6ad5dd37144ee4582e7f9bb3a9a0a7ef.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-622-_png.rf.9258641a63ed511288898fcbee4e7cbd.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1280-_jpg.rf.f2dd869e56ead38474a5614ecfb4589c.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1247-_jpg.rf.753aad41accb4b80d5a42001a0f53ebb.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/damagedfoodpackagingbox269_png.rf.1066e9db352dd7db9147408e683da796.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1634-_jpg.rf.249cbb1a7f490ef3c4c265d5cde13ca3.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-870-_jpg.rf.639ae92a8dacc3b7d386d554b056d326.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-321-_png.rf.9abd8a61d07dca019c853c51a723cb0f.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-476-_png.rf.d268320e561e2349313eaddffd855a53.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-475-_jpg.rf.cfcf9e6b3ef5b0aa67eafee91ad02acc.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1689-_jpg.rf.50b7316e55f186ce89128c71929fe904.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-51-_png.rf.4d435f15435a48970f17c55454f9ddf7.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1958-_jpg.rf.a3f42bf4a6864edc0ca449202321cf83.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1082-_jpg.rf.e3a160c3a22b55257ee63b161f36f5be.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-140-_png.rf.ee27988630d3e26f1b92c9bfc9c0421c.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/packagingboxeswithdamagesanddents56.jpeg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-242-_png.rf.81fd6ac344d2bce4c5a49ecb7effbe3d.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-897-_jpg.rf.593235f6d0dc57fde0fee11b0dbe1afe.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1010-_png.rf.bbad6649b5c6bc4372818a04a5752790.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-616-_jpg.rf.1cbf0d9e8045c4bddef2a26be45fdac2.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/packagingboxeswithdamagesanddents30.jpeg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/damagedfoodpackagingbox59.jpeg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1471-_jpg.rf.e922470d2c93784c3496b33b88274c28.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1896-_jpg.rf.ad0427290b195b998a52c904193c0fb5.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1907-_jpg.rf.0f0548b304c5918186446e6a4e889709.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-482-_png.rf.f00edcd9848fcf9e1aef3dddb7b9cfc1.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2169-_jpg.rf.09da18569f4937e65518cb9068cb9053.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2025-_jpg.rf.f27076479a4e4fad49369f5fe5c4bdf5.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2085-_jpg.rf.fb99c8ab3586be9c46f1865ae7291ed1.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-912-_jpg.rf.b8c74c73d623d05c3b0f70d6c2c06a6d.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-596-_jpg.rf.40f0a3b5d0a1055644b1480b37ae8c3e.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1270-_jpg.rf.e3c49f27045c47c1cd310f17f2b71a42.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1008-_png.rf.e14da8f725a0bda8b687623f3efce840.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-310-_png.rf.a8297e1d98a00a6be9d7b850e93d597e.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-159-_png.rf.24f1fba3500066e8b39fbbf5c54d05ec.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-178-_png.rf.c8df71aa4b70f5460a50ef69bc1ba0e8.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-180-_png.rf.f3cf715217f87c93ebb268bbc93cd676.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-179-_png.rf.c393e8222628a56e66ce636c1782d1c7.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1554-_jpg.rf.56fccd465b9d4b74a2b4435f0bf0bf93.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1007-_png.rf.88226e5793681f892143b70487532a11.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-120-_png.rf.9ca0bd734f3d494b700f27c497a215ba.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1836-_jpg.rf.a2f204b67097ab41e4d866b74e006e37.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/packagingboxesthataredamaged234.jpeg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-771-_png.rf.eebf7183583f0a9b299128bfc1d7acd2.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1834-_jpg.rf.a2ce5a9b16cdf2defffdb108550fb0e7.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/damagedfoodpackagingbox196_jpeg.rf.be4f366620a29369ba78fc9e69bc1adf.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1498-_jpg.rf.c9754c28d19f4e7cfccc326b2560128a.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1758-_jpg.rf.9245227ed4f5a484fa89c280162fa418.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-633-_png.rf.f737a6f7f004b06e96f729aa8d85e0b5.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/packagingboxesthataredamaged245.jpeg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2144-_jpg.rf.48e05f018f3a99d84187ce49565d6da7.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/damagedfoodpackagingbox244.jpeg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1623-_jpg.rf.4662b1a8f779b4e23fed28e771ca4c8a.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1789-_jpg.rf.f616b1a37e1d65f38eb40df82c926f57.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1998-_jpg.rf.21ab3aca9908da9085771ccacc73eae6.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1472-_jpg.rf.78d61819cfda027d80c67f326035cf71.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1700-_jpg.rf.b89a0e0fd3c04514b1d6dfe90aafaa75.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-483-_png.rf.0af730ba46e1e5d08062ad9507fae6cd.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1077-_jpg.rf.fdbb28d020623c781e2e90acf0382ed8.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1788-_jpg.rf.75d9986d2eb7ea81e98ef4f2f8bd2e75.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-515-_jpg.rf.2fe2949cbf34f583f38fe58a438fe3f9.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-499-_jpg.rf.5cd634862401c5e92ee83c02e093eab0.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-195-_png.rf.8179edca3625d6827b24888ea14ad8ba.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-925-_png.rf.0f5fe6e9e55367b7c44af8c5754a90b7.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1293-_jpg.rf.8d3968eefde7d0e7dae7effc602222a1.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1068-_jpg.rf.3e645ecf475024b4908dacddbb30abd8.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1341-_jpg.rf.90599b89e470220708252f40f6882716.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1686-_jpg.rf.4923f6bcb301cf1561eae019867b7e7b.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2001-_jpg.rf.a3ec9c857ebe0526e3a59846451020ea.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/damagedfoodpackagingbox79_webp.rf.da9fcfaca75b633c32f64ddca83bc931.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1941-_jpg.rf.51bc1d08892e5b76b7ab52a073424fe8.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-162-_png.rf.e4ccad86eeb9725c884b0cf4425d121b.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2198-_jpg.rf.97db63b0a92f772dca8bdd8f59407381.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-910-_jpg.rf.f684a05e92bfc5e75f4fd0f911c47416.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1006-_png.rf.05bad689d3cdb461649e5431a63f964a.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2167-_jpg.rf.3b40cd8711a971f80d7f7f45d789ea9f.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1530-_jpg.rf.a259b416f6799821f5ddf7696494afb8.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-111-_png.rf.d3272fefcbb5aaf8b6444d08ecb2229a.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-123-_jpg.rf.0072f753ac46263f923395bc4f10a278.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1541-_jpg.rf.806902b2046f49479ae2c01e088a8a66.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-32-_png.rf.0d8f696793249034c95fb1601a722f1c.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/packagingboxesthataredamaged18.jpeg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1801-_jpg.rf.d4ef7d8eaaaa350cbc0b5913dd492842.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-344-_png.rf.edd723fb87f47a1f18496171015525e9.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1021-_jpg.rf.5e0ac4064c874aaab18f7b4f3d08a0a5.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-299-_png.rf.a15d8fe7772de0980d27cf5fc2d4e108.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1228-_jpg.rf.ca3131106026ee7eef93e8319a420172.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-465-_jpg.rf.a630c232af1e066820b104315babd0e3.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-477-_jpg.rf.6692c4087b43f3565bae82411b0e6ab5.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-524-_jpg.rf.266f6d2a0bc2e1e363d51e56a90149e5.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-66-_png.rf.ff6527f1b1b9456f1bd5d64d86987ae9.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1921-_jpg.rf.9b067ccb018c8213bdb1f8ba01501dc7.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1323-_jpg.rf.b010c97471579b12293dd0a3433c6fde.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/packagingboxesthataredamaged30_jpeg.rf.bc5c4a69f0d65e022fea51eb22d4e766.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/packagingboxesthataredamaged109.jpeg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-297-_png.rf.46da3b80c9d82e1b76073a8e76ef1abd.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1024-_jpg.rf.a4259ee7f84d0d0394d9f3786fbbfb80.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2215-_jpg.rf.65167beaee979ba9643faa8b5cea4078.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-1294-_jpg.rf.aca98fdf0ea158b54373c0cd2d6f5a8d.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-975-_png.rf.343b4b7706662eb9090a21f27979b631.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-856-_png.rf.b07143e12245070e18e1b0fbf5145ddc.jpg,Damaged
/kaggle/input/datasets/ayesha19765/damaged-package-detection/dataset/damaged/cardboard-2112-_jpg.rf.9640a0662ff7d3b6e4157d2f7f283764.jpg,Damaged
